"6","17157.7"
"6","17157.7"
"6","17157.7"
"6","17157.7"
"6","17157.7"
"6","17157.7"
"6","17157.7"
"17157.7","6"
"17157.7","6"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17174.9"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"6","17106.2"
"17087.7","6"
"17087.7","6"
"17087.7","6"
"17087.7","6"
"17087.7","6"
"17087.7","6"
"17087.7","6"
"17087.7","6"
"17087.7","6"
"17087.7","6"
"16976.3","6"
"16976.3","6"
"16941.9","6"
